id,degree,betweenesscentrality,weighted degree
b6566277,1,0.00,1
458a054e84ebbcd4,1,0.00,1
70919d9f36d749e5,1,0.00,1
9671fcdfc6263d8a,1,0.00,1
f1de1414,1,0.00,1
2851ede056f254f5,1,0.00,1
ee94f8b7,1,0.00,1
28083c06711ee120,1,0.00,1
b3e97c468571106b,1,0.00,1
24490d64,1,0.00,1
b8575e72,1,0.00,1
838ef32356f23684,1,0.00,1
7403c24c684581ce,1,0.00,1
34070ff2ff065cf0,1,0.00,1
9c9bbadb,1,0.00,1
064dc49d84ebbcd4,1,0.00,1
6bd342ccff065cf0,1,0.00,1
ca630095a0f5f879,1,0.00,1
6d34bed48a4875bd,1,0.00,1
7536608fe8d6bd6d,1,0.00,1
795cc2ac1f0bc64f,1,0.00,1
b1f7d40fb4b19c97,1,0.00,1
0b61bc5e81b42528,1,0.00,1
02b894931f0bc64f,1,0.00,1
d422fe251f0bc64f,1,0.00,1
753637d9040b2776,1,0.00,1
b272fb5505e70df4,1,0.00,1
74cb413a,1,0.00,1
4c87f2dc,1,0.00,1
39a50ad9a5bce124,1,0.00,1
4a0706471f0bc64f,1,0.00,1
87936d56,1,0.00,1
945ff3ca889ad79d,1,0.00,1
d0281be778d9bd10,1,0.00,1
4b06eb3604f5b394,1,0.00,1
5dfcfc67a0f5f879,1,0.00,1
1adcf9228bfcd3c6,1,0.00,1
6cbee6e6,1,0.00,1
e960ae631f0bc64f,1,0.00,1
4084017c,1,0.00,1
c4c6187b5db079b5,1,0.00,1
0211872c6332421a,1,0.00,1
59eb80134ea23a13,1,0.00,1
0a5eee55779d90c2,1,0.00,1
7ff61d178a4875bd,1,0.00,1
f9dbdb50a0f5f879,1,0.00,1
afbc2cb236d749e5,1,0.00,1
653dd42fa0f5f879,1,0.00,1
8dd848d1f39b265e,1,0.00,1
a3e817cb321f8b9d,1,0.00,1
5d16acd0a0f5f879,1,0.00,1
c1cd7cb476759795,1,0.00,1
fcb7c4b7a0f5f879,1,0.00,1
3127666f2c948de5,1,0.00,1
e9481904,1,0.00,1
4e36d931b50d2bf4,1,0.00,1
c1e78eb1887d6ab8,1,0.00,1
b6d04e253de05cb4,1,0.00,1
3348f4e505e70df4,1,0.00,1
d98852921ccc7835,1,0.00,1
e1ae485c8a4875bd,1,0.00,1
4b4ba619f4fffcd0,1,0.00,1
5f9d14926ee42729,1,0.00,1
d73e182a4beb2ba6,1,0.00,1
bdc6b62b7594f139,1,0.00,1
e3b1e39284ebbcd4,1,0.00,1
4bd7ca6924f6b932,1,0.00,1
45d03a1dbe6db1d7,1,0.00,1
f347c278be87996b,1,0.00,1
0eb798ffa5bce124,1,0.00,1
0d62b7515901521d,1,0.00,1
05f6f974,1,0.00,1
9abcd8384ea23a13,1,0.00,1
d91a47a1,1,0.00,1
9cf6b88a,1,0.00,1
5d3953bc553f099b,1,0.00,1
f43a330fbe87996b,1,0.00,1
c3cd643c1f0bc64f,1,0.00,1
5b35e76f158e4944,1,0.00,1
0b7d3422,1,0.00,1
f37f3b718a4875bd,1,0.00,1
c90e7a1990df9d44,1,0.00,1
44ce762c3bc980aa,1,0.00,1
13421da405e70df4,1,0.00,1
feb2c4221aa0e912,1,0.00,1
25acdb6b2ea4f8ba,1,0.00,1
47d4d9a724f6b932,1,0.00,1
3d1c020cd787e91b,1,0.00,1
7578b9bec5cc73c1,1,0.00,1
ff57459ec6263d8a,1,0.00,1
a1b975b66332421a,1,0.00,1
c778bd674ea23a13,1,0.00,1
f21560f86332421a,1,0.00,1
b79e1ece84ebbcd4,1,0.00,1
09b19f16779d90c2,1,0.00,1
9bd409db3bd9e8e7,1,0.00,1
431b31741ccc7835,1,0.00,1
43e84e9199ec2bcb,1,0.00,1
b3f7931fad0177e7,1,0.00,1
10dcdfb17d9f621e,1,0.00,1
944dd635ecb851b2,1,0.00,1
93e70237f3776ac6,1,0.00,1
8a654563897aafd7,1,0.00,1
d27c3dca56e6ab1d,1,0.00,1
b7858f43ef726eae,1,0.00,1
ed92a0d2179db11c,1,0.00,1
30b2c848ef726eae,1,0.00,1
ea5a95667abbbd5c,1,0.00,1
d0d0294e3de05cb4,1,0.00,1
d38ba110d7bc6ccb,1,0.00,1
c2fb5a6c2ea4f8ba,1,0.00,1
44c4d2f3dff23b13,1,0.00,1
c3a902e6cd63b0bb,1,0.00,1
af304338eda4a627,1,0.00,1
e5d74b75779d90c2,1,0.00,1
c6ce22b14ea23a13,1,0.00,1
680209c516954458,1,0.00,1
19689022,1,0.00,1
a14d5e806f1a5911,1,0.00,1
a4dfa58884ebbcd4,1,0.00,1
9290b6a4e3bb76b5,1,0.00,1
17edb9a7,1,0.00,1
f8b52adb1f0bc64f,1,0.00,1
676617bf301d587a,1,0.00,1
1d47954d711ee120,1,0.00,1
cd45669e36a30aeb,1,0.00,1
7d98887a,1,0.00,1
d4175ade1aa0e912,1,0.00,1
d0c934be,1,0.00,1
c4bd8a04158e4944,1,0.00,1
154d87bdecb851b2,1,0.00,1
a653af86711ee120,1,0.00,1
496b4aa4f39b265e,1,0.00,1
57cd400623885c9e,1,0.00,1
036d1b9cb4c772f2,1,0.00,1
495949e27abbbd5c,1,0.00,1
90369347a5bce124,1,0.00,1
a8a4915fe981565c,1,0.00,1
471369a7c6263d8a,1,0.00,1
a09eca204ea23a13,1,0.00,1
cefc65fa8ce34352,1,0.00,1
fd4e9dcfaad45b01,1,0.00,1
af31c0551df52df3,1,0.00,1
89f339f681b42528,1,0.00,1
709a88b7ecb851b2,1,0.00,1
7bd1c8754ea23a13,1,0.00,1
6503a1d3d25693ce,1,0.00,1
7d4df2f9a8d2c4cf,1,0.00,1
d9eba1b3158e4944,1,0.00,1
072d25320eb711ec,1,0.00,1
502aba7d10c76631,1,0.00,1
23f9824b72a00661,1,0.00,1
6a4c82424ea23a13,1,0.00,1
82c78ab3711ee120,1,0.00,1
e06e61688f1db0bc,1,0.00,1
0ee1bc47ecb851b2,1,0.00,1
daf0f3e1f0417c63,1,0.00,1
179ab993,1,0.00,1
a4c86e49a5bce124,1,0.00,1
4cb90048,1,0.00,1
61b094d01f0bc64f,1,0.00,1
ece5ebbf84ebbcd4,1,0.00,1
51afdfdb73b4563d,1,0.00,1
6b9769f27dc3b26e,1,0.00,1
f84a7a04d17a0181,1,0.00,1
d05de2358a4875bd,1,0.00,1
75bede7181892725,1,0.00,1
9183c5b2f39b265e,1,0.00,1
4763caac711ee120,1,0.00,1
bee090c6be6db1d7,1,0.00,1
3725844da5bce124,1,0.00,1
3023d353c6263d8a,1,0.00,1
4509e0d9,1,0.00,1
93a4933d8a4875bd,1,0.00,1
25000b72779d90c2,1,0.00,1
3e3176584ea23a13,1,0.00,1
ff322085,1,0.00,1
f521ae1576dc4769,1,0.00,1
a15cfae1,1,0.00,1
6b9769f26f1a5911,1,0.00,1
18f23e89c4cff2ea,1,0.00,1
5e8507a9d4897fef,1,0.00,1
bd7b230172a00661,1,0.00,1
61b646431f0bc64f,1,0.00,1
622cb13244956a24,1,0.00,1
a240ed26f39b265e,1,0.00,1
fec9a8a78a4875bd,1,0.00,1
27e520bfd787e91b,1,0.00,1
9b3ca2bb,1,0.00,1
ae6da0b85096d134,1,0.00,1
e27ab6f78a4875bd,1,0.00,1
ef7837f6,1,0.00,1
3725844d5db079b5,1,0.00,1
5e88d1d3f87e93a5,1,0.00,1
fad5cc4c711ee120,1,0.00,1
f2b5c897a8d2c4cf,1,0.00,1
c054d0728a4875bd,1,0.00,1
ea8d524a9b5ce758,1,0.00,1
d533dd32cdf6ea96,1,0.00,1
4f90d19e9c7b6730,1,0.00,1
8a014cbbbe87996b,1,0.00,1
23131062,1,0.00,1
c64ad79da0f5f879,1,0.00,1
fa0c9d6bf2790a6a,1,0.00,1
5d09d98736d749e5,1,0.00,1
a89491d21f0bc64f,1,0.00,1
22542d914ea23a13,1,0.00,1
17e7888da0f5f879,1,0.00,1
4c3043a244956a24,1,0.00,1
aed819ef8a4875bd,1,0.00,1
d992a310ea1c91d4,1,0.00,1
ed2a51264ea23a13,1,0.00,1
9f53676cf60c2fd3,1,0.00,1
f375cbdfc6263d8a,1,0.00,1
eb4c1e385096d134,1,0.00,1
680209c5158e4944,1,0.00,1
80ba449d44801bc1,1,0.00,1
af03faf2428bcb95,1,0.00,1
0c69f05a,1,0.00,1
42a1fb22be6db1d7,1,0.00,1
b3b21ba2a0f5f879,1,0.00,1
48a864761ccc7835,1,0.00,1
75bb1b588ce34352,1,0.00,1
bcd1847c553f099b,1,0.00,1
b15946b6711ee120,1,0.00,1
500d2b0f1aa0e912,1,0.00,1
8d9d3579,1,0.00,1
639b3d53d3b3178d,1,0.00,1
ff1c4f792203a096,1,0.00,1
0cb87119711ee120,1,0.00,1
722c0b592ea4f8ba,1,0.00,1
f9398de6a5bce124,1,0.00,1
a251378b620311f4,1,0.00,1
b6a6a7991dcccfd5,1,0.00,1
f6b3a19484ebbcd4,1,0.00,1
d070acb276dc4769,1,0.00,1
a82082ca,1,0.00,1
15d21b5ed787e91b,1,0.00,1
d7e1bc38,1,0.00,1
92d62fdfa0f5f879,1,0.00,1
de3dcbe00989142d,1,0.00,1
e228ae6168b6db2c,1,0.00,1
b3e81308,1,0.00,1
5230e9cef39b265e,1,0.00,1
e99c4df5a5bce124,1,0.00,1
324805298ce34352,1,0.00,1
af842e872203a096,1,0.00,1
ad0507146332421a,1,0.00,1
89eb55d7945dd5c4,1,0.00,1
9d7f9790c6263d8a,1,0.00,1
c5cc980d36d749e5,1,0.00,1
6f1c95d636d749e5,1,0.00,1
ceffea692891f384,1,0.00,1
1bf83f348571106b,1,0.00,1
ac9abcab03bef39f,1,0.00,1
1f10c62e,1,0.00,1
5f4b884a36b8f4c5,1,0.00,1
366613bead328c4d,1,0.00,1
f291e20ee8d6bd6d,1,0.00,1
79bd0022b4e612c1,1,0.00,1
0ee97c4c,1,0.00,1
a735ea227fdd04d2,1,0.00,1
0828272a,1,0.00,1
76d526469efa421a,1,0.00,1
204bda10d787e91b,1,0.00,1
b6a6a79968b900d9,1,0.00,1
a6e14e1fa5bce124,1,0.00,1
b3f5491dfbc27727,1,0.00,1
b913f4a884ebbcd4,1,0.00,1
20c185895db079b5,1,0.00,1
570057533bd9e8e7,1,0.00,1
5ce877273de05cb4,1,0.00,1
91e7980b1f0bc64f,1,0.00,1
412d88b399e427c9,1,0.00,1
b9ac96b6ad0177e7,1,0.00,1
a2d722421ccc7835,1,0.00,1
ab6e8344ecb851b2,1,0.00,1
0eb77708a0f5f879,1,0.00,1
2222e320f4d18dfc,1,0.00,1
6fcd8d7c,1,0.00,1
03ed7d8c6332421a,1,0.00,1
030cb635ef726eae,1,0.00,1
488a9a3e945dd5c4,1,0.00,1
0db890dea5bce124,1,0.00,1
889bb34ae9b8d8d7,1,0.00,1
8e669d84945dd5c4,1,0.00,1
8b5dcc81d787e91b,1,0.00,1
e5bbf53fb7c5bc1f,1,0.00,1
51a36dd405e70df4,1,0.00,1
c873f58c6e1e2240,1,0.00,1
eb7cc10d9f8d0424,1,0.00,1
96c5474e,1,0.00,1
bd7d6da7ff065cf0,1,0.00,1
322a0edc5096d134,1,0.00,1
ba33d9200eb711ec,1,0.00,1
f99b24e7711ee120,1,0.00,1
e9535ac5be6db1d7,1,0.00,1
c6fcae3e36d749e5,1,0.00,1
6222506ceefb45ad,1,0.00,1
2c638468f51246a7,1,0.00,1
565a73aaa5bce124,1,0.00,1
e05297aec144e605,1,0.00,1
cfce31d3c6263d8a,1,0.00,1
b31b50c7be6db1d7,1,0.00,1
6b9769f249ea3580,1,0.00,1
15e363b081b42528,1,0.00,1
095771ac,1,0.00,1
8b7c7f6cd787e91b,1,0.00,1
f45fb31223885c9e,1,0.00,1
431b31748d96a23d,1,0.00,1
8d514c4336d749e5,1,0.00,1
c5ffb309,1,0.00,1
3aa265141aa0e912,1,0.00,1
1d3ea7641f0bc64f,1,0.00,1
8bf2da4a2203a096,1,0.00,1
261cd3b97036b627,1,0.00,1
1fb02fb3d787e91b,1,0.00,1
413501c3945dd5c4,1,0.00,1
451513bdd787e91b,1,0.00,1
7e4b68ff,1,0.00,1
9ea1cb6db50d2bf4,1,0.00,1
602ec53d8a4875bd,1,0.00,1
f928d4f12203a096,1,0.00,1
b8ef74ed5ec45883,1,0.00,1
71ecb907b7c5bc1f,1,0.00,1
e6ec63228a4875bd,1,0.00,1
71bed860779d90c2,1,0.00,1
1d8318e232763df1,1,0.00,1
1e46c558711ee120,1,0.00,1
3aa81086,1,0.00,1
a338bd37d6b5c09e,1,0.00,1
388a6518d400d41b,1,0.00,1
30de5bd5ef726eae,1,0.00,1
ab8647551aa0e912,1,0.00,1
741e50de,1,0.00,1
bb6ee05a375c3d47,1,0.00,1
b239c1e6,1,0.00,1
7f28642df07e20f8,1,0.00,1
2e9a31c2779d90c2,1,0.00,1
bd2c47ba1f0bc64f,1,0.00,1
a5732d2c46d98882,1,0.00,1
1100b76530b056c0,1,0.00,1
a07ee6613fecb32a,1,0.00,1
edb273b3,1,0.00,1
e21b647a93dd64c2,1,0.00,1
a4086dfdc6263d8a,1,0.00,1
270164f8be74e6fe,1,0.00,1
333dee388a4875bd,1,0.00,1
b44b9520eb9d69e8,1,0.00,1
c005b7b9553f099b,1,0.00,1
7a15c245ecb851b2,1,0.00,1
feb189df84ebbcd4,1,0.00,1
9b271812c144e605,1,0.00,1
e08a1f8600b1f3a7,1,0.00,1
2be58236260bcecc,1,0.00,1
b76b52cf3e7932d7,1,0.00,1
408509f81aa0e912,1,0.00,1
fcf2a09dbe74e6fe,1,0.00,1
605a6f0c8a4875bd,1,0.00,1
66736e94cc82c92f,1,0.00,1
c09d081cd787e91b,1,0.00,1
b5799ffbf39b265e,1,0.00,1
f809158a00b1f3a7,1,0.00,1
6e90a969d787e91b,1,0.00,1
72c4747484ebbcd4,1,0.00,1
0b73f33e01d61ca2,1,0.00,1
a50f0cb01f0bc64f,1,0.00,1
c6dc222e2ea4f8ba,1,0.00,1
f48b0e18,1,0.00,1
e6f07568ad0177e7,1,0.00,1
eff04d3fd9416f3d,1,0.00,1
ba756d756569eeb3,1,0.00,1
781e4a5d0153a639,1,0.00,1
8827b0ecd787e91b,1,0.00,1
ed97cb733421dfe4,1,0.00,1
7354e6b01f0bc64f,1,0.00,1
0b61bc5efbec56bc,1,0.00,1
11cd09a16d44e29a,1,0.00,1
be0c92269b5ce758,1,0.00,1
b981a989,1,0.00,1
bcc9bcf56332421a,1,0.00,1
ab49edd268b6db2c,1,0.00,1
12c3d700ecb851b2,1,0.00,1
20019c7b,1,0.00,1
13bb74f057e33432,1,0.00,1
f18a20e392cd0dc8,1,0.00,1
64c2367eeb1347a0,1,0.00,1
43bf8868277e7b8c,1,0.00,1
c14153d18a4875bd,1,0.00,1
6b7187363bd9e8e7,1,0.00,1
6cd01060a9a7b3d8,1,0.00,1
3e8b9defd34f4c90,1,0.00,1
ae866cae,1,0.00,1
e4cb209081892725,1,0.00,1
8d3717ccb4b19c97,1,0.00,1
65a5284db51e0f6d,1,0.00,1
f7d6644c36d749e5,1,0.00,1
3f7c6538d787e91b,1,0.00,1
8be34e02711ee120,1,0.00,1
87e1e65f,1,0.00,1
480903371f0bc64f,1,0.00,1
57886a7d,1,0.00,1
5d7318e33bd9e8e7,1,0.00,1
b09ab54356f23684,1,0.00,1
d362603a6332421a,1,0.00,1
009a786103683bd4,1,0.00,1
5a8987af2203a096,1,0.00,1
95fd9207,1,0.00,1
756dae86,1,0.00,1
2a0703b5779d90c2,1,0.00,1
f374d4b836d749e5,1,0.00,1
2cf3585c1f0bc64f,1,0.00,1
d013af8f,1,0.00,1
87966ecf,1,0.00,1
ade5e164c4cff2ea,1,0.00,1
e2bd3a4283541208,1,0.00,1
6aa6958324f6b932,1,0.00,1
7.11981E+15,1,0.00,1
4387b27e7294839b,1,0.00,1
36fccef86332421a,1,0.00,1
5ab845d64ea23a13,1,0.00,1
56aa74b8,1,0.00,1
b68040b0edead9f4,1,0.00,1
4212f6ea2203a096,1,0.00,1
c334a3433bb1ddd7,1,0.00,1
0cfa37da,1,0.00,1
ef5d5f33,1,0.00,1
034f37cbd787e91b,1,0.00,1
a3b04383a9e0c3ab,1,0.00,1
9145e8e016954458,1,0.00,1
4334a77ca0f5f879,1,0.00,1
f10c2bb384ebbcd4,1,0.00,1
50c81060,1,0.00,1
70a27ca6945dd5c4,1,0.00,1
7f426475ffe69079,1,0.00,1
5273fe13779d90c2,1,0.00,1
5588da90330221b0,1,0.00,1
244a694b6d44e29a,1,0.00,1
413b47d596a7c171,1,0.00,1
3b2f8dec93dd64c2,1,0.00,1
2b715c5372a00661,1,0.00,1
e30e04df0b188ab3,1,0.00,1
01e3f9f7d5db24c3,1,0.00,1
d92232f3fce66524,1,0.00,1
760d0b54cd63b0bb,1,0.00,1
19b4af68ecb851b2,1,0.00,1
bda23783,1,0.00,1
9914bf88e24c8b65,1,0.00,1
0a89705899e427c9,1,0.00,1
13528bbed787e91b,1,0.00,1
fe84bcaf3bd9e8e7,1,0.00,1
9b1fe2782e0de5da,1,0.00,1
ea041437ee007ad3,1,0.00,1
f52db03c4ea23a13,1,0.00,1
1cf29716213de82a,1,0.00,1
9501ead9d787e91b,1,0.00,1
2348aa1b00097428,1,0.00,1
1b6f9fdf81b42528,1,0.00,1
12dad77536d749e5,1,0.00,1
bc8c01e5cc1e3ed4,1,0.00,1
802c5cad684581ce,1,0.00,1
262fc99d76dc4769,1,0.00,1
5891803b84ebbcd4,1,0.00,1
0a52728b8a4875bd,1,0.00,1
9d6c201dd787e91b,1,0.00,1
96d5db4536d749e5,1,0.00,1
f7c9ee0456f254f5,1,0.00,1
1e856f5846d98882,1,0.00,1
c2609e95711ee120,1,0.00,1
f80d740f36d749e5,1,0.00,1
7806de6f1aa0e912,1,0.00,1
94112c868a4875bd,1,0.00,1
8f937685d6b5c09e,1,0.00,1
0cb6ed15edead9f4,1,0.00,1
da4690af9955990f,1,0.00,1
cb7d478dd787e91b,1,0.00,1
d0d0294ed787e91b,1,0.00,1
cd547f99,1,0.00,1
2349cce71f0bc64f,1,0.00,1
06038da684ebbcd4,1,0.00,1
48f9251aa0f5f879,1,0.00,1
cd5e4487,1,0.00,1
feb64e586332421a,1,0.00,1
a838ef6f2203a096,1,0.00,1
3e44041f05e70df4,1,0.00,1
0e12ba55c4cff2ea,1,0.00,1
0a5243b8c6263d8a,1,0.00,1
d0a8a201779d90c2,1,0.00,1
10c4d74a36d749e5,1,0.00,1
dc39f518,1,0.00,1
cc21fcf60ea40c5b,1,0.00,1
6ae19372,1,0.00,1
042f6f011f0bc64f,1,0.00,1
829dbb64a80eb5d7,1,0.00,1
d5bc327f,1,0.00,1
4c0e8ee24ea23a13,1,0.00,1
884297d2dff23b13,1,0.00,1
1c0467d6be74e6fe,1,0.00,1
a6df415dab145aa1,1,0.00,1
c5c41e62d787e91b,1,0.00,1
a265fdfeb4ffa83a,1,0.00,1
b22a3c021f0bc64f,1,0.00,1
59ed8c8e4ea23a13,1,0.00,1
539e0c18900981af,1,0.00,1
b75ae027,1,0.00,1
3f9a5a46,1,0.00,1
862394f03bd9e8e7,1,0.00,1
431b3174be87996b,1,0.00,1
41574e813bd9e8e7,1,0.00,1
3e790b926332421a,1,0.00,1
92d1df9dd787e91b,1,0.00,1
e7baa1bd8a4875bd,1,0.00,1
c9431789c144e605,1,0.00,1
52b48b66,1,0.00,1
ff1c4f79f39b265e,1,0.00,1
1eaeda824ea23a13,1,0.00,1
a1af54ecedead9f4,1,0.00,1
9319fa6cfbc27727,1,0.00,1
ff1c4f7956e6ab1d,1,0.00,1
6406e97b36a30aeb,1,0.00,1
ff5644e227466962,1,0.00,1
aa4bfb2fe438c1dc,1,0.00,1
88856a67,1,0.00,1
7ea23fb9f39b265e,1,0.00,1
6201e346d787e91b,1,0.00,1
ba4557531f0bc64f,1,0.00,1
a6fc157d2de871e6,1,0.00,1
ea52e72e711ee120,1,0.00,1
21f13711711ee120,1,0.00,1
a742e7441f0bc64f,1,0.00,1
df96a37a1f0bc64f,1,0.00,1
505d0e7d4ea23a13,1,0.00,1
02000ff61f0bc64f,1,0.00,1
5e77b38e,1,0.00,1
8fb43cac8a4875bd,1,0.00,1
21622a4dda23c8f7,1,0.00,1
8ed6ca565db079b5,1,0.00,1
e9463b9a8a4875bd,1,0.00,1
8b80a328,1,0.00,1
3f26861804f5b394,1,0.00,1
dd7573554ea23a13,1,0.00,1
97900e6dc6263d8a,1,0.00,1
88298bfa3bd9e8e7,1,0.00,1
411fec8b81b42528,1,0.00,1
4dc6ddd5977a2929,1,0.00,1
9d9920b94ea23a13,1,0.00,1
982ee0cabe74e6fe,1,0.00,1
77bc5741260bcecc,1,0.00,1
4184eb19360a6729,1,0.00,1
31b97390d787e91b,1,0.00,1
7f3a60351ccc7835,1,0.00,1
15bc74517abbbd5c,1,0.00,1
a5a800b6779d90c2,1,0.00,1
75710ded4ea23a13,1,0.00,1
29c080b8ce530187,1,0.00,1
fcced6f71f0bc64f,1,0.00,1
36b57e71,1,0.00,1
b5fee2d8d67217c3,1,0.00,1
5b905b16d787e91b,1,0.00,1
77f20b184ea23a13,1,0.00,1
c9f335af2c948de5,1,0.00,1
c65633087120e05e,1,0.00,1
a5a85f40,1,0.00,1
cf2f40eba5fbe35d,1,0.00,1
beb827be36d749e5,1,0.00,1
88836015,1,0.00,1
7d942a2ac6263d8a,1,0.00,1
23c779352203a096,1,0.00,1
107e903724f6b932,1,0.00,1
e278f362fa202956,1,0.00,1
51c7b0eed787e91b,1,0.00,1
b857da68c6263d8a,1,0.00,1
339c2bdb6332421a,1,0.00,1
5065eef91df52df3,1,0.00,1
e315e6ee68b6db2c,1,0.00,1
ad3ba8d85ff9dedd,1,0.00,1
cd5df8a1cab7ad1c,1,0.00,1
1c2115071ccc7835,1,0.00,1
210f3fcf8a4875bd,1,0.00,1
ea50b2afbe87996b,1,0.00,1
200f288b84ebbcd4,1,0.00,1
be5492fcc6263d8a,1,0.00,1
cd4571abac9ad752,1,0.00,1
6fdab804ee007ad3,1,0.00,1
ba60646446d98882,1,0.00,1
30d245f64ceb2e0b,1,0.00,1
2fd43bea1f0bc64f,1,0.00,1
68151dca8571106b,1,0.00,1
879a36247dc3b26e,1,0.00,1
994f6f9d8b1aa260,1,0.00,1
3d18a42e7c997db0,1,0.00,1
27b3e885d787e91b,1,0.00,1
0c0504442203a096,1,0.00,1
4686c033492a2eb1,1,0.00,1
9d2d49cf,1,0.00,1
9bec6c285b799d60,1,0.00,1
71af04b4711ee120,1,0.00,1
7ac0830ac144e605,1,0.00,1
fafd78817eef184d,1,0.00,1
c9550ea77abbbd5c,1,0.00,1
d6e6ea66,1,0.00,1
3c4a65581ccc7835,1,0.00,1
a46bf4d88a4875bd,1,0.00,1
7862a56b3bd9e8e7,1,0.00,1
62f78ba25aa56682,1,0.00,1
d39e22108a4875bd,1,0.00,1
dc3b367ecd5b1559,1,0.00,1
82cdccd576dc4769,1,0.00,1
6700718476dc4769,1,0.00,1
4dc9a459d787e91b,1,0.00,1
9480c1c44962150e,1,0.00,1
217436801f0bc64f,1,0.00,1
988e66ea2e0de5da,1,0.00,1
b91efea44ea23a13,1,0.00,1
a896c19f24399af1,1,0.00,1
2258328cd056b4bf,1,0.00,1
ce909e0f8b1aa260,1,0.00,1
7.54E+254,1,0.00,1
ddc8bdcf779d90c2,1,0.00,1
697e4db67abbbd5c,1,0.00,1
cc2d808b9c7b6730,1,0.00,1
73747090,1,0.00,1
c29344891ebc7efd,1,0.00,1
dbd1babaa4b6f65b,1,0.00,1
75bb1b588f4fd1f0,1,0.00,1
0aed6f681f0bc64f,1,0.00,1
b3a311ead787e91b,1,0.00,1
6d25e5c2c34157bf,1,0.00,1
c60db7b955db420b,1,0.00,1
616dbe88,1,0.00,1
f6c4c65cecb851b2,1,0.00,1
25b689ada5bce124,1,0.00,1
a0b0c7ecbe87996b,1,0.00,1
73c7493736a30aeb,1,0.00,1
c74b63c77b75d3a6,1,0.00,1
88cb8d07c6263d8a,1,0.00,1
d7f93df976dc4769,1,0.00,1
7fb9afb284ebbcd4,1,0.00,1
2eda5846f39b265e,1,0.00,1
8905d0f7,1,0.00,1
6fbcca280fadd2fe,1,0.00,1
bdb7a2750153a639,1,0.00,1
c5ef7edacdf6ea96,1,0.00,1
31b973902203a096,1,0.00,1
54f23c5936d749e5,1,0.00,1
30eb46aec730b3c6,1,0.00,1
148a307361b7308b,1,0.00,1
317744961f0bc64f,1,0.00,1
11a483944ea23a13,1,0.00,1
79260e4976dc4769,1,0.00,1
0a95454d8a4875bd,1,0.00,1
8248b47536a30aeb,1,0.00,1
dc44f320c6263d8a,1,0.00,1
687ffbab6332421a,1,0.00,1
6aa729b57294839b,1,0.00,1
dc902736e24c8b65,1,0.00,1
f939e53a8a4875bd,1,0.00,1
2d40c661,1,0.00,1
a212041ccab7ad1c,1,0.00,1
7ffa565776dc4769,1,0.00,1
e334b576a0f5f879,1,0.00,1
be1c5bde81b42528,1,0.00,1
94614d27945dd5c4,1,0.00,1
64989d4d76dc4769,1,0.00,1
5e622071,1,0.00,1
c8445eb63eb8d368,1,0.00,1
7187bfa78a4875bd,1,0.00,1
4e6546f30eb711ec,1,0.00,1
000f01921ccc7835,1,0.00,1
263b5ccc,1,0.00,1
c5877790ce12dd72,1,0.00,1
fbfd1c028fb776fd,1,0.00,1
17fedd7a8a4875bd,1,0.00,1
71d349f7,1,0.00,1
3a4093be1f0bc64f,1,0.00,1
6b9769f22cd85f9e,1,0.00,1
4bef08a48a4875bd,1,0.00,1
90d6cae3cb3368d2,1,0.00,1
ca630095711ee120,1,0.00,1
855420e58a4875bd,1,0.00,1
c64f8ed3ecb851b2,1,0.00,1
0f71e9e90eb711ec,1,0.00,1
9ca34b70a5bce124,1,0.00,1
95b2935ea0f5f879,1,0.00,1
be89900b,1,0.00,1
16ceb0ca711ee120,1,0.00,1
645962b2ecb851b2,1,0.00,1
21202f7a,1,0.00,1
d1e1dfdb1f0bc64f,1,0.00,1
1c204ce3a5bce124,1,0.00,1
b5799ffb8571106b,1,0.00,1
1b033296a0f5f879,1,0.00,1
77819245a0f5f879,1,0.00,1
ab54640b48d464e5,1,0.00,1
7705e38c1aa0e912,1,0.00,1
f6916999d4897fef,1,0.00,1
ea76fb3d1c99a649,1,0.00,1
9acc6f75e9b8d8d7,1,0.00,1
de789c928a4875bd,1,0.00,1
9d36b4228a4875bd,1,0.00,1
6eb70f7dcd5b1559,1,0.00,1
6b0878b39dc3d156,1,0.00,1
df3fbe6936d749e5,1,0.00,1
c7d1c28036d749e5,1,0.00,1
297b84457abbbd5c,1,0.00,1
6289b02b2b61f4fd,1,0.00,1
cab23dfabe87996b,1,0.00,1
f83f72bc816484ae,1,0.00,1
6119898ad787e91b,1,0.00,1
744df57a36d749e5,1,0.00,1
1f23ece28d19d3d4,1,0.00,1
382e3301c4cff2ea,1,0.00,1
342e0a304af5f36a,1,0.00,1
3a4a9e40aaffed8f,1,0.00,1
c65633081f0bc64f,1,0.00,1
1e4ee29e3de05cb4,1,0.00,1
55494933e1f641eb,1,0.00,1
47e0bdd0293291c1,1,0.00,1
9b753e0c921c1b10,1,0.00,1
3f801ebf1f0bc64f,1,0.00,1
6296abeb293291c1,1,0.00,1
538d879fc6263d8a,1,0.00,1
b5ff6c10fbec56bc,1,0.00,1
c084e9c84962150e,1,0.00,1
971be8ad1f0bc64f,1,0.00,1
8f2a29a28a4875bd,1,0.00,1
c6563308e4a6a646,1,0.00,1
dcd69d55a0f5f879,1,0.00,1
086ef670d787e91b,1,0.00,1
158fa95276759795,1,0.00,1
ab1c88768b1aa260,1,0.00,1
8d9feb02f26c4c0e,1,0.00,1
307c291d,1,0.00,1
